station	date	operateur	releve	herbe	sol_nu	roche	mousse	hauteur	ciel	rq_station	taxon	entendu	vu	fauche	stade	abondance	rq_ind	altitude	data_GPS	X_WGS84	Y_WGS84
515	26/08/2019	BRAUD Yoan	1117	97	0	3	0	15	ensoleille		Acrididae sp		1		juvenile	2	Presence hors releve de Platycleis albopunctata	2027	26/08/2019	6.729602	44.201576
515	26/08/2019	BRAUD Yoan	1118	95	0	0	5	17	ensoleille		Arcyptera fusca		1		adulte	1	Presence hors releve de Platycleis albopunctata	2010	26/08/2019	6.729401	44.201887
515	26/08/2019	BRAUD Yoan	1118	95	0	0	5	17	ensoleille		Chorthippus apricarius	1	1		adulte	++	Presence hors releve de Platycleis albopunctata	2010	26/08/2019	6.729401	44.201887
515	26/08/2019	BRAUD Yoan	1118	95	0	0	5	17	ensoleille		Chorthippus biguttulus	1	1		adulte	++	Presence hors releve de Platycleis albopunctata	2010	26/08/2019	6.729401	44.201887
515	26/08/2019	BRAUD Yoan	1118	95	0	0	5	17	ensoleille		Chorthippus scalaris	1	1		adulte	+	Presence hors releve de Platycleis albopunctata	2010	26/08/2019	6.729401	44.201887
515	26/08/2019	BRAUD Yoan	1118	95	0	0	5	17	ensoleille		Euchorthippus declivus		1		adulte	++	Presence hors releve de Platycleis albopunctata	2010	26/08/2019	6.729401	44.201887
515	26/08/2019	BRAUD Yoan	1118	95	0	0	5	17	ensoleille		Stenobothrus lineatus		1		adulte	+	Presence hors releve de Platycleis albopunctata	2010	26/08/2019	6.729401	44.201887
515	26/08/2019	BRAUD Yoan	1118	95	0	0	5	17	ensoleille		Stenobothrus nigromaculatus		1		adulte	+	Presence hors releve de Platycleis albopunctata	2010	26/08/2019	6.729401	44.201887
515	26/08/2019	BRAUD Yoan	1118	95	0	0	5	17	ensoleille		Anonconotus ghiliani		1		adulte	3	Presence hors releve de Platycleis albopunctata	2010	26/08/2019	6.729401	44.201887
515	26/08/2019	BRAUD Yoan	1118	95	0	0	5	17	ensoleille		Bicolorana bicolor	1	1		adulte	2	Presence hors releve de Platycleis albopunctata	2010	26/08/2019	6.729401	44.201887
515	26/08/2019	BRAUD Yoan	1118	95	0	0	5	17	ensoleille		Ephippiger terrestris	1	1		adulte	+	Presence hors releve de Platycleis albopunctata	2010	26/08/2019	6.729401	44.201887
515	26/08/2019	BRAUD Yoan	1119	90	2	5	3	14	couvert		Arcyptera fusca		1		adulte	+	Presence hors releve de Platycleis albopunctata	2041	26/08/2019	6.72933	44.201684
515	26/08/2019	BRAUD Yoan	1119	90	2	5	3	14	couvert		Chorthippus apricarius	1	1		adulte	+	Presence hors releve de Platycleis albopunctata	2041	26/08/2019	6.72933	44.201684
515	26/08/2019	BRAUD Yoan	1119	90	2	5	3	14	couvert		Chorthippus biguttulus		1		adulte	3	Presence hors releve de Platycleis albopunctata	2041	26/08/2019	6.72933	44.201684
515	26/08/2019	BRAUD Yoan	1119	90	2	5	3	14	couvert		Chorthippus scalaris		1		adulte	+	Presence hors releve de Platycleis albopunctata	2041	26/08/2019	6.72933	44.201684
515	26/08/2019	BRAUD Yoan	1119	90	2	5	3	14	couvert		Euchorthippus declivus		1		adulte	+++	Presence hors releve de Platycleis albopunctata	2041	26/08/2019	6.72933	44.201684
515	26/08/2019	BRAUD Yoan	1119	90	2	5	3	14	couvert		Stenobothrus lineatus		1		adulte	3	Presence hors releve de Platycleis albopunctata	2041	26/08/2019	6.72933	44.201684
515	26/08/2019	BRAUD Yoan	1119	90	2	5	3	14	couvert		Stenobothrus nigromaculatus		1		adulte	1	Presence hors releve de Platycleis albopunctata	2041	26/08/2019	6.72933	44.201684
515	26/08/2019	BRAUD Yoan	1119	90	2	5	3	14	couvert		Anonconotus ghiliani		1		adulte	2	Presence hors releve de Platycleis albopunctata	2041	26/08/2019	6.72933	44.201684
515	26/08/2019	BRAUD Yoan	1119	90	2	5	3	14	couvert		Bicolorana bicolor	1	1		adulte	3	Presence hors releve de Platycleis albopunctata	2041	26/08/2019	6.72933	44.201684
A244	28/09/2019	BRAUD Yoan	1400	90	5	5	0	7	ensoleille		Oedipoda caerulescens		1		adulte	2	Presence hors releve de Ephippiger terrestris / Station legerement decalee d'environ 50 m (recru forestier de meleze)	1926	28/09/2019	7.387891	44.037628
515	26/08/2019	BRAUD Yoan	1119	90	2	5	3	14	couvert		Ephippiger terrestris		1		adulte	3	Presence hors releve de Platycleis albopunctata	2041	26/08/2019	6.72933	44.201684
515	26/08/2019	BRAUD Yoan	1119	90	2	5	3	14	couvert		Acrididae sp		1		juvenile	2	Presence hors releve de Platycleis albopunctata	2041	26/08/2019	6.72933	44.201684
515	26/08/2019	BRAUD Yoan	1120	95	2	5	3	6	couvert		Arcyptera fusca	1	1		adulte	+	Presence hors releve de Platycleis albopunctata	2032	26/08/2019	6.729369	44.201456
515	26/08/2019	BRAUD Yoan	1120	95	2	5	3	6	couvert		Chorthippus biguttulus		1		adulte	2	Presence hors releve de Platycleis albopunctata	2032	26/08/2019	6.729369	44.201456
515	26/08/2019	BRAUD Yoan	1120	95	2	5	3	6	couvert		Chorthippus scalaris		1		adulte	++	Presence hors releve de Platycleis albopunctata	2032	26/08/2019	6.729369	44.201456
515	26/08/2019	BRAUD Yoan	1120	95	2	5	3	6	couvert		Euchorthippus declivus		1		adulte	++	Presence hors releve de Platycleis albopunctata	2032	26/08/2019	6.729369	44.201456
515	26/08/2019	BRAUD Yoan	1120	95	2	5	3	6	couvert		Stenobothrus lineatus		1		adulte	++	Presence hors releve de Platycleis albopunctata	2032	26/08/2019	6.729369	44.201456
515	26/08/2019	BRAUD Yoan	1120	95	2	5	3	6	couvert		Stenobothrus nigromaculatus	1	1		adulte	++	Presence hors releve de Platycleis albopunctata	2032	26/08/2019	6.729369	44.201456
515	26/08/2019	BRAUD Yoan	1120	95	2	5	3	6	couvert		Anonconotus ghiliani		1		adulte	+	Presence hors releve de Platycleis albopunctata	2032	26/08/2019	6.729369	44.201456
515	26/08/2019	BRAUD Yoan	1120	95	2	5	3	6	couvert		Bicolorana bicolor		1		adulte	1	Presence hors releve de Platycleis albopunctata	2032	26/08/2019	6.729369	44.201456
A254	28/09/2019	BRAUD Yoan	1394	80	10	10	0	3	ensoleille		Oedipoda caerulescens		1		juvenile	1	Identification a l'espece car presence d'un adulte proche	2055	28/09/2019	7.393917	44.04109
515	26/08/2019	BRAUD Yoan	1120	95	2	5	3	6	couvert		Ephippiger terrestris		1		adulte	3	Presence hors releve de Platycleis albopunctata	2032	26/08/2019	6.729369	44.201456
515	26/08/2019	BRAUD Yoan	1120	95	2	5	3	6	couvert		Acrididae sp		1		juvenile	++	Presence hors releve de Platycleis albopunctata	2032	26/08/2019	6.729369	44.201456
525	26/08/2019	BRAUD Yoan	1111	100	0	0	0	14	couvert		Arcyptera fusca	1	1		adulte	3	Presence hors releve de Decticus verrucivorus	1972	26/08/2019	6.730777	44.200594
525	26/08/2019	BRAUD Yoan	1111	100	0	0	0	14	couvert		Chorthippus apricarius		1		adulte	+	Presence hors releve de Decticus verrucivorus	1972	26/08/2019	6.730777	44.200594
525	26/08/2019	BRAUD Yoan	1111	100	0	0	0	14	couvert		Chorthippus scalaris		1		adulte	+	Presence hors releve de Decticus verrucivorus	1972	26/08/2019	6.730777	44.200594
525	26/08/2019	BRAUD Yoan	1111	100	0	0	0	14	couvert		Euchorthippus declivus		1		adulte	++	Presence hors releve de Decticus verrucivorus	1972	26/08/2019	6.730777	44.200594
525	26/08/2019	BRAUD Yoan	1111	100	0	0	0	14	couvert		Omocestus haemorrhoidalis		1		adulte	++	Presence hors releve de Decticus verrucivorus	1972	26/08/2019	6.730777	44.200594
525	26/08/2019	BRAUD Yoan	1111	100	0	0	0	14	couvert		Stenobothrus lineatus	1	1		adulte	+	Presence hors releve de Decticus verrucivorus	1972	26/08/2019	6.730777	44.200594
525	26/08/2019	BRAUD Yoan	1111	100	0	0	0	14	couvert		Stenobothrus nigromaculatus		1		adulte	++	Presence hors releve de Decticus verrucivorus	1972	26/08/2019	6.730777	44.200594
525	26/08/2019	BRAUD Yoan	1111	100	0	0	0	14	couvert		Anonconotus ghiliani		1		adulte	1	Presence hors releve de Decticus verrucivorus	1972	26/08/2019	6.730777	44.200594
525	26/08/2019	BRAUD Yoan	1111	100	0	0	0	14	couvert		Bicolorana bicolor	1	1		adulte	3	Presence hors releve de Decticus verrucivorus	1972	26/08/2019	6.730777	44.200594
525	26/08/2019	BRAUD Yoan	1111	100	0	0	0	14	couvert		Ephippiger terrestris	1	1		adulte	+	Presence hors releve de Decticus verrucivorus	1972	26/08/2019	6.730777	44.200594
525	26/08/2019	BRAUD Yoan	1111	100	0	0	0	14	couvert		Platycleis tessellata		1		adulte	1	Presence hors releve de Decticus verrucivorus	1972	26/08/2019	6.730777	44.200594
525	26/08/2019	BRAUD Yoan	1112	100	0	0	0	23	couvert		Arcyptera fusca		1		adulte	3	Presence hors releve de Decticus verrucivorus	1975	26/08/2019	6.730982	44.200704
525	26/08/2019	BRAUD Yoan	1112	100	0	0	0	23	couvert		Chorthippus apricarius		1		adulte	++	Presence hors releve de Decticus verrucivorus	1975	26/08/2019	6.730982	44.200704
525	26/08/2019	BRAUD Yoan	1112	100	0	0	0	23	couvert		Chorthippus scalaris		1		adulte	+	Presence hors releve de Decticus verrucivorus	1975	26/08/2019	6.730982	44.200704
525	26/08/2019	BRAUD Yoan	1112	100	0	0	0	23	couvert		Euchorthippus declivus		1		adulte	++++	Presence hors releve de Decticus verrucivorus	1975	26/08/2019	6.730982	44.200704
525	26/08/2019	BRAUD Yoan	1112	100	0	0	0	23	couvert		Stenobothrus lineatus		1		adulte	3	Presence hors releve de Decticus verrucivorus	1975	26/08/2019	6.730982	44.200704
525	26/08/2019	BRAUD Yoan	1112	100	0	0	0	23	couvert		Bicolorana bicolor	1	1		melange (juveniles et adultes)	+++	Presence hors releve de Decticus verrucivorus	1975	26/08/2019	6.730982	44.200704
525	26/08/2019	BRAUD Yoan	1112	100	0	0	0	23	couvert		Ephippiger terrestris	1	1		adulte	+++	Presence hors releve de Decticus verrucivorus	1975	26/08/2019	6.730982	44.200704
525	26/08/2019	BRAUD Yoan	1112	100	0	0	0	23	couvert		Acrididae sp		1		juvenile	2	Presence hors releve de Decticus verrucivorus	1975	26/08/2019	6.730982	44.200704
525	26/08/2019	BRAUD Yoan	1113	100	0	0	0	19	ensoleille		Arcyptera fusca		1		adulte	1	Presence hors releve de Decticus verrucivorus	1976	26/08/2019	6.730978	44.200852
525	26/08/2019	BRAUD Yoan	1113	100	0	0	0	19	ensoleille		Chorthippus apricarius	1	1		adulte	+	Presence hors releve de Decticus verrucivorus	1976	26/08/2019	6.730978	44.200852
525	26/08/2019	BRAUD Yoan	1113	100	0	0	0	19	ensoleille		Chorthippus biguttulus	1	1		adulte	2	Presence hors releve de Decticus verrucivorus	1976	26/08/2019	6.730978	44.200852
525	26/08/2019	BRAUD Yoan	1113	100	0	0	0	19	ensoleille		Chorthippus scalaris	1	1		adulte	+	Presence hors releve de Decticus verrucivorus	1976	26/08/2019	6.730978	44.200852
525	26/08/2019	BRAUD Yoan	1113	100	0	0	0	19	ensoleille		Euchorthippus declivus		1		adulte	++++	Presence hors releve de Decticus verrucivorus	1976	26/08/2019	6.730978	44.200852
525	26/08/2019	BRAUD Yoan	1113	100	0	0	0	19	ensoleille		Omocestus haemorrhoidalis		1		adulte	+	Presence hors releve de Decticus verrucivorus	1976	26/08/2019	6.730978	44.200852
525	26/08/2019	BRAUD Yoan	1113	100	0	0	0	19	ensoleille		Stenobothrus lineatus	1	1		adulte	+	Presence hors releve de Decticus verrucivorus	1976	26/08/2019	6.730978	44.200852
525	26/08/2019	BRAUD Yoan	1113	100	0	0	0	19	ensoleille		Stenobothrus nigromaculatus	1	1		adulte	++	Presence hors releve de Decticus verrucivorus	1976	26/08/2019	6.730978	44.200852
525	26/08/2019	BRAUD Yoan	1113	100	0	0	0	19	ensoleille		Anonconotus ghiliani		1		adulte	2	Presence hors releve de Decticus verrucivorus	1976	26/08/2019	6.730978	44.200852
525	26/08/2019	BRAUD Yoan	1113	100	0	0	0	19	ensoleille		Bicolorana bicolor	1			adulte	1	Presence hors releve de Decticus verrucivorus	1976	26/08/2019	6.730978	44.200852
525	26/08/2019	BRAUD Yoan	1113	100	0	0	0	19	ensoleille		Ephippiger terrestris	1	1		adulte	+++	Presence hors releve de Decticus verrucivorus	1976	26/08/2019	6.730978	44.200852
525	26/08/2019	BRAUD Yoan	1114	100	0	0	0	17	ensoleille		Chorthippus apricarius	1	1		adulte	+	Presence hors releve de Decticus verrucivorus	2010	26/08/2019	6.730838	44.200855
525	26/08/2019	BRAUD Yoan	1114	100	0	0	0	17	ensoleille		Chorthippus scalaris	1	1		adulte	+	Presence hors releve de Decticus verrucivorus	2010	26/08/2019	6.730838	44.200855
525	26/08/2019	BRAUD Yoan	1114	100	0	0	0	17	ensoleille		Euchorthippus declivus	1	1		adulte	++	Presence hors releve de Decticus verrucivorus	2010	26/08/2019	6.730838	44.200855
525	26/08/2019	BRAUD Yoan	1114	100	0	0	0	17	ensoleille		Omocestus haemorrhoidalis		1		adulte	++	Presence hors releve de Decticus verrucivorus	2010	26/08/2019	6.730838	44.200855
525	26/08/2019	BRAUD Yoan	1114	100	0	0	0	17	ensoleille		Stenobothrus lineatus	1	1		adulte	++	Presence hors releve de Decticus verrucivorus	2010	26/08/2019	6.730838	44.200855
525	26/08/2019	BRAUD Yoan	1114	100	0	0	0	17	ensoleille		Stenobothrus nigromaculatus	1	1		adulte	++	Presence hors releve de Decticus verrucivorus	2010	26/08/2019	6.730838	44.200855
525	26/08/2019	BRAUD Yoan	1114	100	0	0	0	17	ensoleille		Anonconotus ghiliani		1		adulte	3	Presence hors releve de Decticus verrucivorus	2010	26/08/2019	6.730838	44.200855
525	26/08/2019	BRAUD Yoan	1114	100	0	0	0	17	ensoleille		Bicolorana bicolor	1	1		adulte	3	Presence hors releve de Decticus verrucivorus	2010	26/08/2019	6.730838	44.200855
525	26/08/2019	BRAUD Yoan	1114	100	0	0	0	17	ensoleille		Ephippiger terrestris	1	1		adulte	+	Presence hors releve de Decticus verrucivorus	2010	26/08/2019	6.730838	44.200855
525	26/08/2019	BRAUD Yoan	1114	100	0	0	0	17	ensoleille		Acrididae sp		1		juvenile	2	Presence hors releve de Decticus verrucivorus	2010	26/08/2019	6.730838	44.200855
525	26/08/2019	BRAUD Yoan	1115	100	0	0	0	14	ensoleille		Chorthippus apricarius		1		adulte	+	Presence hors releve de Decticus verrucivorus	2022	26/08/2019	6.730805	44.200736
525	26/08/2019	BRAUD Yoan	1115	100	0	0	0	14	ensoleille		Omocestus haemorrhoidalis		1		adulte	++	Presence hors releve de Decticus verrucivorus	2022	26/08/2019	6.730805	44.200736
525	26/08/2019	BRAUD Yoan	1115	100	0	0	0	14	ensoleille		Stenobothrus lineatus		1		adulte	++	Presence hors releve de Decticus verrucivorus	2022	26/08/2019	6.730805	44.200736
525	26/08/2019	BRAUD Yoan	1115	100	0	0	0	14	ensoleille		Stenobothrus nigromaculatus		1		adulte	+	Presence hors releve de Decticus verrucivorus	2022	26/08/2019	6.730805	44.200736
525	26/08/2019	BRAUD Yoan	1115	100	0	0	0	14	ensoleille		Anonconotus ghiliani		1		adulte	1	Presence hors releve de Decticus verrucivorus	2022	26/08/2019	6.730805	44.200736
525	26/08/2019	BRAUD Yoan	1115	100	0	0	0	14	ensoleille		Bicolorana bicolor	1	1		adulte	+	Presence hors releve de Decticus verrucivorus	2022	26/08/2019	6.730805	44.200736
525	26/08/2019	BRAUD Yoan	1115	100	0	0	0	14	ensoleille		Ephippiger terrestris		1		adulte	3	Presence hors releve de Decticus verrucivorus	2022	26/08/2019	6.730805	44.200736
534	26/08/2019	BRAUD Yoan	1106	75	0	25	0	14	ensoleille		Arcyptera fusca		1		adulte	1	Presence hors releve de Tettigonia viridissima et Decticus verrucivorus	1797	26/08/2019	6.736426	44.200886
534	26/08/2019	BRAUD Yoan	1106	75	0	25	0	14	ensoleille		Chorthippus biguttulus	1	1		adulte	+++	Presence hors releve de Tettigonia viridissima et Decticus verrucivorus	1797	26/08/2019	6.736426	44.200886
534	26/08/2019	BRAUD Yoan	1106	75	0	25	0	14	ensoleille		Chorthippus scalaris	1	1		adulte	+	Presence hors releve de Tettigonia viridissima et Decticus verrucivorus	1797	26/08/2019	6.736426	44.200886
534	26/08/2019	BRAUD Yoan	1106	75	0	25	0	14	ensoleille		Euchorthippus declivus		1		melange (juveniles et adultes)	++	Presence hors releve de Tettigonia viridissima et Decticus verrucivorus	1797	26/08/2019	6.736426	44.200886
534	26/08/2019	BRAUD Yoan	1106	75	0	25	0	14	ensoleille		Stenobothrus lineatus	1	1		adulte	3	Presence hors releve de Tettigonia viridissima et Decticus verrucivorus	1797	26/08/2019	6.736426	44.200886
534	26/08/2019	BRAUD Yoan	1106	75	0	25	0	14	ensoleille		Stenobothrus nigromaculatus	1	1		adulte	2	Presence hors releve de Tettigonia viridissima et Decticus verrucivorus	1797	26/08/2019	6.736426	44.200886
534	26/08/2019	BRAUD Yoan	1106	75	0	25	0	14	ensoleille		Bicolorana bicolor		1		adulte	1	Presence hors releve de Tettigonia viridissima et Decticus verrucivorus	1797	26/08/2019	6.736426	44.200886
534	26/08/2019	BRAUD Yoan	1106	75	0	25	0	14	ensoleille		Ephippiger terrestris		1		adulte	+	Presence hors releve de Tettigonia viridissima et Decticus verrucivorus	1797	26/08/2019	6.736426	44.200886
534	26/08/2019	BRAUD Yoan	1106	75	0	25	0	14	ensoleille		Platycleis albopunctata		1		adulte	2	Presence hors releve de Tettigonia viridissima et Decticus verrucivorus	1797	26/08/2019	6.736426	44.200886
534	26/08/2019	BRAUD Yoan	1107	90	2	5	3	8	ensoleille		Chorthippus biguttulus	1	1		adulte	+++	Presence hors releve de Tettigonia viridissima et Decticus verrucivorus	1799	26/08/2019	6.736319	44.201202
534	26/08/2019	BRAUD Yoan	1107	90	2	5	3	8	ensoleille		Chorthippus scalaris	1	1		adulte	+	Presence hors releve de Tettigonia viridissima et Decticus verrucivorus	1799	26/08/2019	6.736319	44.201202
534	26/08/2019	BRAUD Yoan	1107	90	2	5	3	8	ensoleille		Euchorthippus declivus		1		adulte	+	Presence hors releve de Tettigonia viridissima et Decticus verrucivorus	1799	26/08/2019	6.736319	44.201202
534	26/08/2019	BRAUD Yoan	1107	90	2	5	3	8	ensoleille		Anonconotus ghiliani		1		adulte	++	Presence hors releve de Tettigonia viridissima et Decticus verrucivorus	1799	26/08/2019	6.736319	44.201202
534	26/08/2019	BRAUD Yoan	1107	90	2	5	3	8	ensoleille		Bicolorana bicolor	1	1		adulte	1	Presence hors releve de Tettigonia viridissima et Decticus verrucivorus	1799	26/08/2019	6.736319	44.201202
534	26/08/2019	BRAUD Yoan	1107	90	2	5	3	8	ensoleille		Ephippiger terrestris	1	1		melange (juveniles et adultes)	+	Presence hors releve de Tettigonia viridissima et Decticus verrucivorus	1799	26/08/2019	6.736319	44.201202
534	26/08/2019	BRAUD Yoan	1107	90	2	5	3	8	ensoleille		Platycleis albopunctata		1		adulte	1	Presence hors releve de Tettigonia viridissima et Decticus verrucivorus	1799	26/08/2019	6.736319	44.201202
534	26/08/2019	BRAUD Yoan	1108	95	2	3	0	6	ensoleille		Chorthippus biguttulus	1	1		adulte	+++	Presence hors releve de Tettigonia viridissima et Decticus verrucivorus	1819	26/08/2019	6.736076	44.201116
534	26/08/2019	BRAUD Yoan	1108	95	2	3	0	6	ensoleille		Chorthippus scalaris	1	1		adulte	4	Presence hors releve de Tettigonia viridissima et Decticus verrucivorus	1819	26/08/2019	6.736076	44.201116
534	26/08/2019	BRAUD Yoan	1108	95	2	3	0	6	ensoleille		Stenobothrus lineatus	1	1		adulte	+	Presence hors releve de Tettigonia viridissima et Decticus verrucivorus	1819	26/08/2019	6.736076	44.201116
534	26/08/2019	BRAUD Yoan	1108	95	2	3	0	6	ensoleille		Anonconotus ghiliani		1		adulte	+	Presence hors releve de Tettigonia viridissima et Decticus verrucivorus	1819	26/08/2019	6.736076	44.201116
534	26/08/2019	BRAUD Yoan	1108	95	2	3	0	6	ensoleille		Ephippiger terrestris		1		adulte	3	Presence hors releve de Tettigonia viridissima et Decticus verrucivorus	1819	26/08/2019	6.736076	44.201116
534	26/08/2019	BRAUD Yoan	1108	95	2	3	0	6	ensoleille		Platycleis albopunctata		1		adulte	1	Presence hors releve de Tettigonia viridissima et Decticus verrucivorus	1819	26/08/2019	6.736076	44.201116
534	26/08/2019	BRAUD Yoan	1109	90	0	10	0	6	ensoleille		Chorthippus biguttulus	1	1		adulte	++	Presence hors releve de Tettigonia viridissima et Decticus verrucivorus	1809	26/08/2019	6.736198	44.200908
534	26/08/2019	BRAUD Yoan	1109	90	0	10	0	6	ensoleille		Chorthippus scalaris	1	1		adulte	1	Presence hors releve de Tettigonia viridissima et Decticus verrucivorus	1809	26/08/2019	6.736198	44.200908
534	26/08/2019	BRAUD Yoan	1109	90	0	10	0	6	ensoleille		Stenobothrus lineatus		1		adulte	1	Presence hors releve de Tettigonia viridissima et Decticus verrucivorus	1809	26/08/2019	6.736198	44.200908
534	26/08/2019	BRAUD Yoan	1109	90	0	10	0	6	ensoleille		Stenobothrus nigromaculatus	1	1		adulte	++	Presence hors releve de Tettigonia viridissima et Decticus verrucivorus	1809	26/08/2019	6.736198	44.200908
534	26/08/2019	BRAUD Yoan	1109	90	0	10	0	6	ensoleille		Ephippiger terrestris		1		melange (juveniles et adultes)	5	Presence hors releve de Tettigonia viridissima et Decticus verrucivorus	1809	26/08/2019	6.736198	44.200908
534	26/08/2019	BRAUD Yoan	1109	90	0	10	0	6	ensoleille		Platycleis albopunctata		1		melange (juveniles et adultes)	4	Presence hors releve de Tettigonia viridissima et Decticus verrucivorus	1809	26/08/2019	6.736198	44.200908
534	26/08/2019	BRAUD Yoan	1110	90	0	5	5	5	ensoleille		Chorthippus biguttulus	1	1		adulte	+++	Presence hors releve de Tettigonia viridissima et Decticus verrucivorus	1781	26/08/2019	6.7363	44.200687
534	26/08/2019	BRAUD Yoan	1110	90	0	5	5	5	ensoleille		Chorthippus scalaris	1	1		adulte	++	Presence hors releve de Tettigonia viridissima et Decticus verrucivorus	1781	26/08/2019	6.7363	44.200687
534	26/08/2019	BRAUD Yoan	1110	90	0	5	5	5	ensoleille		Euchorthippus declivus		1		adulte	+++	Presence hors releve de Tettigonia viridissima et Decticus verrucivorus	1781	26/08/2019	6.7363	44.200687
534	26/08/2019	BRAUD Yoan	1110	90	0	5	5	5	ensoleille		Stenobothrus lineatus	1	1		adulte	+	Presence hors releve de Tettigonia viridissima et Decticus verrucivorus	1781	26/08/2019	6.7363	44.200687
534	26/08/2019	BRAUD Yoan	1110	90	0	5	5	5	ensoleille		Stenobothrus nigromaculatus		1		adulte	++	Presence hors releve de Tettigonia viridissima et Decticus verrucivorus	1781	26/08/2019	6.7363	44.200687
534	26/08/2019	BRAUD Yoan	1110	90	0	5	5	5	ensoleille		Anonconotus ghiliani		1		adulte	4	Presence hors releve de Tettigonia viridissima et Decticus verrucivorus	1781	26/08/2019	6.7363	44.200687
534	26/08/2019	BRAUD Yoan	1110	90	0	5	5	5	ensoleille		Ephippiger terrestris		1		adulte	2	Presence hors releve de Tettigonia viridissima et Decticus verrucivorus	1781	26/08/2019	6.7363	44.200687
534	26/08/2019	BRAUD Yoan	1110	90	0	5	5	5	ensoleille		Platycleis albopunctata		1		adulte	4	Presence hors releve de Tettigonia viridissima et Decticus verrucivorus	1781	26/08/2019	6.7363	44.200687
544	26/08/2019	BRAUD Yoan	1101	100	0	0	0	30	ensoleille		Arcyptera fusca		1		adulte	1	Presence hors releve de Decticus verrucivorus	1731	26/08/2019	6.73807	44.20156
544	26/08/2019	BRAUD Yoan	1101	100	0	0	0	30	ensoleille		Chorthippus apricarius	1	1		adulte	+	Presence hors releve de Decticus verrucivorus	1731	26/08/2019	6.73807	44.20156
544	26/08/2019	BRAUD Yoan	1101	100	0	0	0	30	ensoleille		Euchorthippus declivus		1		adulte	1	Presence hors releve de Decticus verrucivorus	1731	26/08/2019	6.73807	44.20156
544	26/08/2019	BRAUD Yoan	1101	100	0	0	0	30	ensoleille		Ephippiger terrestris	1	1		adulte	3	Presence hors releve de Decticus verrucivorus	1731	26/08/2019	6.73807	44.20156
544	26/08/2019	BRAUD Yoan	1101	100	0	0	0	30	ensoleille		Roeseliana roeselii	1	1		adulte	3	Presence hors releve de Decticus verrucivorus	1731	26/08/2019	6.73807	44.20156
544	26/08/2019	BRAUD Yoan	1102	95	0	0	5	25	ensoleille		Chorthippus apricarius	1	1		adulte	+	Presence hors releve de Decticus verrucivorus	1718	26/08/2019	6.737919	44.201795
544	26/08/2019	BRAUD Yoan	1102	95	0	0	5	25	ensoleille		Euchorthippus declivus		1		adulte	2	Presence hors releve de Decticus verrucivorus	1718	26/08/2019	6.737919	44.201795
544	26/08/2019	BRAUD Yoan	1102	95	0	0	5	25	ensoleille		Ephippiger terrestris		1		adulte	1	Presence hors releve de Decticus verrucivorus	1718	26/08/2019	6.737919	44.201795
544	26/08/2019	BRAUD Yoan	1102	95	0	0	5	25	ensoleille		Roeseliana roeselii	1	1		adulte	2	Presence hors releve de Decticus verrucivorus	1718	26/08/2019	6.737919	44.201795
544	26/08/2019	BRAUD Yoan	1102	95	0	0	5	25	ensoleille		Tettigonia viridissima		1		adulte	1	Presence hors releve de Decticus verrucivorus	1718	26/08/2019	6.737919	44.201795
544	26/08/2019	BRAUD Yoan	1103	70	0	30	0	10	ensoleille		Calliptamus siciliae		1		adulte	+	Presence hors releve de Decticus verrucivorus	1721	26/08/2019	6.737702	44.201992
544	26/08/2019	BRAUD Yoan	1103	70	0	30	0	10	ensoleille		Chorthippus biguttulus	1	1		adulte	+	Presence hors releve de Decticus verrucivorus	1721	26/08/2019	6.737702	44.201992
544	26/08/2019	BRAUD Yoan	1103	70	0	30	0	10	ensoleille		Psophus stridulus		1		juvenile	1	Presence hors releve de Decticus verrucivorus	1721	26/08/2019	6.737702	44.201992
544	26/08/2019	BRAUD Yoan	1103	70	0	30	0	10	ensoleille		Stenobothrus lineatus		1		adulte	3	Presence hors releve de Decticus verrucivorus	1721	26/08/2019	6.737702	44.201992
544	26/08/2019	BRAUD Yoan	1103	70	0	30	0	10	ensoleille		Stenobothrus nigromaculatus		1		adulte	2	Presence hors releve de Decticus verrucivorus	1721	26/08/2019	6.737702	44.201992
544	26/08/2019	BRAUD Yoan	1103	70	0	30	0	10	ensoleille		Ephippiger terrestris	1	1		adulte	2	Presence hors releve de Decticus verrucivorus	1721	26/08/2019	6.737702	44.201992
544	26/08/2019	BRAUD Yoan	1103	70	0	30	0	10	ensoleille		Roeseliana roeselii		1		adulte	1	Presence hors releve de Decticus verrucivorus	1721	26/08/2019	6.737702	44.201992
544	26/08/2019	BRAUD Yoan	1104	100	0	0	0	39	ensoleille		Chorthippus apricarius	1	1		adulte	+++	Presence hors releve de Decticus verrucivorus	1731	26/08/2019	6.737578	44.20175
544	26/08/2019	BRAUD Yoan	1104	100	0	0	0	39	ensoleille		Chorthippus scalaris	1	1		adulte	+	Presence hors releve de Decticus verrucivorus	1731	26/08/2019	6.737578	44.20175
544	26/08/2019	BRAUD Yoan	1104	100	0	0	0	39	ensoleille		Bicolorana bicolor	1	1		adulte	2	Presence hors releve de Decticus verrucivorus	1731	26/08/2019	6.737578	44.20175
544	26/08/2019	BRAUD Yoan	1104	100	0	0	0	39	ensoleille		Ephippiger terrestris		1		adulte	3	Presence hors releve de Decticus verrucivorus	1731	26/08/2019	6.737578	44.20175
